u,v,key,osmid,oneway,highway,maxspeed,reversed,length,from,to,lanes,name,bridge,junction,width,access,service,tunnel
5391148537,5399025109,0,110809588,0,residential,,False,61.651,5399025109,5391148537,,,,,,,,,
5391350858,11117170696,0,559788317,0,footway,,False,9.036,11117170696,5391350858,,,,,,,,,
5393843658,5465545076,0,557655226,0,residential,,False,31.946,5465545076,5393843658,,,,,,,,,
5393843658,5393843660,0,559192674,0,residential,,True,55.285,5393843660,5393843658,,,,,,,,,
5393843659,5393843660,0,559192674,0,residential,,False,28.825,5393843660,5393843659,,,,,,,,,
5393843660,5465545077,0,110809588,0,residential,,True,30.827,5465545077,5393843660,,,,,,,,,
5393843663,5393843664,0,559192675,0,residential,,True,62.863,5393843664,5393843663,,,,,,,,,
5393843664,5393843670,0,"[559192676, 559192677]",0,residential,,True,238.68,5393843670,5393843664,,,,,,,,,
5393843664,5465543164,0,567960955,0,footway,,True,82.552,5465543164,5393843664,,,,,,,,,
5393843671,5393843671,0,"[559192678, 559192679]",1,residential,,False,497.517,5393843671,5393843671,,,,,,,private,,
5393843680,5393843681,0,405359193,1,secondary,30,False,18.161,5393843680,5393843681,,Avenida Jes??s,,,,,,,
5393843681,11008708923,0,405359193,1,secondary,30,False,40.063,5393843681,11008708923,,Avenida Jes??s,,,,,,,
5393843684,6742797351,0,110817364,0,tertiary,30,True,2.492,6742797351,5393843684,,Ciudad de las Corrientes,,,,,,,
5393843684,5393843685,0,559192685,0,residential,,True,111.087,5393843685,5393843684,,,,,,,,,
5393843685,5393843689,0,110808460,0,residential,,False,61.39,5393843689,5393843685,,,,,,,,,
5393843685,5393843686,0,559192685,0,residential,,True,35.087,5393843686,5393843685,,,,,,,,,
5393843685,5393843687,0,110808460,0,residential,,True,62.886,5393843687,5393843685,,,,,,,,,
5393843687,5393843688,0,559192686,0,residential,,True,101.154,5393843688,5393843687,,,,,,,,,
5393843688,6742797351,0,110817364,0,tertiary,30,False,61.366,6742797351,5393843688,,Ciudad de las Corrientes,,,,,,,
5393843688,11021360809,0,110817364,0,tertiary,30,True,53.494,11021360809,5393843688,,Ciudad de las Corrientes,,,,,,,
5393843689,5393843691,0,110808460,0,residential,,False,61.008,5393843691,5393843689,,,,,,,,,
5393843690,5393843691,0,559192688,0,residential,,True,111.651,5393843691,5393843690,,,,,,,,,
5393843692,5393843716,0,109452147,1,tertiary,30,False,137.282,5393843716,5393843692,1,Calle Universidad,,,,,,,
5393843697,5393843699,0,110820510,0,residential,30,True,69.66,5393843699,5393843697,,Cervantes,,,,,,,
5393843703,5393843704,0,559192692,0,residential,,True,58.969,5393843704,5393843703,,,,,,,,,
5393843704,5393843705,0,559192695,0,residential,,False,155.31,5393843705,5393843704,,,,,,,,,
5393843704,5393843705,1,1185570556,0,residential,,True,149.766,5393843705,5393843704,,,,,,,,,
5393843716,5483415865,0,559192696,1,tertiary,,False,134.381,5483415865,5393843716,,,,,,,,,
5393844121,5670089474,0,559192697,0,residential,30,True,78.682,5670089474,5393844121,,Los Picaflores,,,,,private,,
5393844125,5393844126,0,559192701,0,residential,30,True,77.205,5393844126,5393844125,,Jir??n Bartolom?� Herrera,,,,,,,
5393844125,5393844127,0,559192702,0,service,,False,75.859,5393844127,5393844125,,,,,,,,alley,
5393844126,5467655509,0,110817580,0,residential,40,False,44.895,5467655509,5393844126,,Calle Mariano Melgar,,,,,,,
5393844128,5393844133,0,559192703,0,living_street,,True,41.384,5393844133,5393844128,,Los Alamos,,,,,,,
5393844128,5393844131,0,110810246,1,residential,30,False,83.149,5393844131,5393844128,2,Santa Rosa de Lima,,,,,,,
5393844129,5393844133,0,559192703,0,living_street,,False,44.224,5393844133,5393844129,,Los Alamos,,,,,,,
5393844129,6700773401,0,712685456,0,living_street,,False,18.915,6700773401,5393844129,,Los Cedros,,,,,,,
5393844129,5393844132,0,"[712685456, 572190925]",0,living_street,,True,128.487,5393844132,5393844129,,"['Los Pinos', 'Los Cedros']",,,,,,,
5393844131,5393844132,0,572190925,0,living_street,,False,42.866,5393844132,5393844131,,Los Pinos,,,,,,,
5393844131,5432125026,0,110810246,1,residential,30,False,117.127,5432125026,5393844131,2,Santa Rosa de Lima,,,,,,,
5393844132,5393844133,0,559192704,0,living_street,,True,84.859,5393844133,5393844132,,Los Robles,,,,,,,
5393862384,5393862385,0,110806796,1,tertiary,40,False,107.66,5393862385,5393862384,2,Calle De?�n Valdivia,,,,,,,
5393862386,11101838034,0,110830216,1,residential,40,False,113.66,5393862386,11101838034,2,Calle Per??,,,,,,,
5393862393,11009101047,0,1185162922,1,residential,,False,51.656,5393862393,11009101047,,Calle Gutierrez de la Fuente,,,,,,,
5393862393,11009101045,0,1254722684,1,residential,30,False,34.347,5393862393,11009101045,,Calle Alcides Carri??n,,,,,,,
5393862393,5401379234,0,1185162923,1,residential,40,False,56.589,5401379234,5393862393,2,Calle Gutierrez de la Fuente,,,,,,,
5393862394,11019063346,0,"[1186070587, 110815551]",0,residential,40,False,91.412,11019063346,5393862394,,Pasaje Santa Rosa,,,,,private,,
5394268808,10062601853,0,198379201,1,secondary,50,False,25.608,5394268808,10062601853,2,Avenida Jes??s,,,,,,,
5394268808,5483308528,0,198379201,1,secondary,50,False,44.968,5483308528,5394268808,2,Avenida Jes??s,,,,,,,
5394450556,5479086001,0,110816350,0,residential,30,True,61.247,5479086001,5394450556,,Calle Benigno Ball??n Farf?�n,,,,,,,
5394450556,11008714466,0,110816350,0,residential,30,False,61.861,11008714466,5394450556,,Calle Benigno Ball??n Farf?�n,,,,,,,
5394450557,10923337582,0,27640077,0,tertiary,30,True,6.036,10923337582,5394450557,2,Avenida Emmel,,,,,,,
5394450557,10923337585,0,27640077,0,tertiary,30,False,7.275,10923337585,5394450557,2,Avenida Emmel,,,,,,,
5394450557,11008714466,0,110816350,0,residential,30,True,5.694,11008714466,5394450557,,Calle Benigno Ball??n Farf?�n,,,,,,,
5394450557,11008714467,0,110816350,0,residential,30,False,4.147,11008714467,5394450557,,Calle Benigno Ball??n Farf?�n,,,,,,,
5394456298,5394456300,0,559258547,0,residential,,False,18.428,5394456300,5394456298,,Calle Javier Delgado,,,,,,,
5394456299,5494828047,0,559258854,0,residential,,True,42.056,5494828047,5394456299,,Calle Ciro Alegr?�a,,,,,,,
5394456299,5479085223,0,569775621,0,residential,,True,55.3,5479085223,5394456299,,,,,,,,,
5394456300,5394459774,0,559258547,0,residential,,False,42.461,5394459774,5394456300,,Calle Javier Delgado,,,,,,,
5394909329,11024162773,0,1275746464,1,secondary,60,False,8.758,5394909329,11024162773,2,Avenida Mariscal Castilla,,,,,,,
5394909329,5394909330,0,110836869,1,residential,40,False,12.742,5394909330,5394909329,,Calle Teniente Rodr?�guez,,,,,,,
5394909330,11024162762,0,110829830,1,secondary,60,False,8.534,5394909330,11024162762,2,Avenida Mariscal Castilla,,,,,,,
5394909330,11024162774,0,110829830,1,secondary,60,False,8.673,11024162774,5394909330,2,Avenida Mariscal Castilla,,,,,,,
5394910653,11002043137,0,171693063,1,secondary,60,False,6.869,5394910653,11002043137,2,Avenida Mariscal Castilla,,,,,,,
5394910653,11002043139,0,1275746464,1,secondary,60,False,4.357,11002043139,5394910653,2,Avenida Mariscal Castilla,,,,,,,
5394912493,11090425223,0,110829328,0,residential,,True,3.988,11090425223,5394912493,,Calle Caraveli,,,,,,,
5394912493,11090425213,0,110829328,0,residential,,False,7.548,11090425213,5394912493,,Calle Caraveli,,,,,,,
5394912493,11090425218,0,559324570,0,residential,,True,7.788,11090425218,5394912493,,,,,,,,,
5394912494,11048254197,0,110813686,1,tertiary,40,False,18.211,5394912494,11048254197,2,Calle Paucarpata,,,,,,,
5394912596,5394916331,0,110840366,0,residential,40,False,82.105,5394916331,5394912596,2,Ram??n Castilla,,,,,,,
5394916330,5394916331,0,559325465,1,residential,,False,66.324,5394916330,5394916331,,,,,,,,,
5394918858,5394918859,0,559325704,0,residential,,True,102.34,5394918859,5394918858,,,,,,,,,
5398638747,5398638750,0,559788316,0,footway,,True,49.478,5398638750,5398638747,,,,,,,,,
5398638747,11117170680,0,559788316,0,footway,,False,36.201,11117170680,5398638747,,,,,,,,,
5398638747,5398638757,0,559788317,0,footway,,True,54.439,5398638757,5398638747,,,,,,,,,
5398638750,8236626504,0,559788316,0,footway,,True,45.988,8236626504,5398638750,,,,,,,,,
5398638750,11117170691,0,1198415621,0,footway,,False,79.112,11117170691,5398638750,,,,,,,,,
5398638757,11117170691,0,559788317,0,footway,,True,52.17,11117170691,5398638757,,,,,,,,,
5398638757,11117170680,0,1198415622,0,footway,,True,69.416,11117170680,5398638757,,,,,,,,,
5398638780,5398638786,0,404955676,1,service,40,False,271.229,5398638780,5398638786,2,Internacional,,,,,private,,
5398638780,5633142526,0,404955676,1,service,40,False,10.121,5633142526,5398638780,2,Internacional,,,,,private,,
5398638786,11117197665,0,559788323,0,footway,,True,103.89,11117197665,5398638786,,,,,,,,,
5399025109,5399025265,0,559841028,0,residential,,False,53.239,5399025265,5399025109,,,,,,,,,
5399025115,5399025221,0,198374829,0,secondary,50,False,24.934,5399025221,5399025115,4,Avenida Lambramani,,,,,,,
5399025115,5399025116,0,1161291130,0,service,,True,17.743,5399025116,5399025115,,,,,,,,,
5399025116,5399025221,0,559841036,0,service,,True,15.061,5399025221,5399025116,,,,,,,,,
5399025116,5399025119,0,1161291130,0,service,,True,6.973,5399025119,5399025116,,,,,,,,,
5399025117,5399025119,0,"[559841033, 1161291130, 1161291129]",0,service,,False,28.008,5399025119,5399025117,,,,,,,,,
5399025117,5399025120,0,1185573531,0,tertiary,30,False,31.055,5399025120,5399025117,2,Monterreal Isla,,,,,,,
5399025119,5399025120,0,559841035,0,service,,True,13.573,5399025120,5399025119,,,,,,,,,
5399025232,5465543143,0,559841041,0,residential,,True,48.411,5465543143,5399025232,,,,,,,,,
5399025234,5465543141,0,559841041,0,residential,,False,30.947,5465543141,5399025234,,,,,,,,,
5399025234,11008659954,0,559841042,0,service,,True,82.489,11008659954,5399025234,,,,,,,,alley,
5399025234,5399025243,0,559841042,0,service,,False,49.309,5399025243,5399025234,,,,,,,,alley,
5399025236,5465543150,0,559841042,0,service,,True,47.617,5465543150,5399025236,,,,,,,,alley,
5399025236,5465543160,0,1185121661,0,residential,30,True,109.048,5465543160,5399025236,,,,,,,,,
5399025236,5465543149,0,"[110840152, 1185121661]",0,residential,30,False,29.206,5465543149,5399025236,,,,,,,,,
5399025243,5465543150,0,559841042,0,service,,False,23.261,5465543150,5399025243,,,,,,,,alley,
5399025243,5399025264,0,559841043,0,service,,True,73.024,5399025264,5399025243,,,,,,,,alley,
5399025248,10758109108,0,558062850,0,residential,30,True,73.977,10758109108,5399025248,,Universidad San Agustin,,,,,,,
5399025248,5465543160,0,558062850,0,residential,30,False,47.601,5465543160,5399025248,,Universidad San Agustin,,,,,,,
5399025248,5399025264,0,559841043,0,service,,False,53.285,5399025264,5399025248,,,,,,,,alley,
5399025261,5399025264,0,559841046,0,living_street,,False,137.434,5399025264,5399025261,,,,,,,,,
5399025261,5465535935,0,649901512,1,secondary,40,False,55.847,5399025261,5465535935,2,Avenida V?�rgen del Pilar,,,,,,,
5399025261,11008659954,0,649901512,1,secondary,40,False,61.442,11008659954,5399025261,2,Avenida V?�rgen del Pilar,,,,,,,
5399052226,5399052227,0,110822245,1,tertiary,30,False,83.672,5399052227,5399052226,3,Pasaje Alfonso Ugarte,,,,,,,
5399052226,5485437507,0,596675271,1,tertiary,,False,39.61,5485437507,5399052226,,,,,,,,,
5399052227,5399052230,0,559844506,0,residential,,True,108.912,5399052230,5399052227,,,,,,,,,
5399052229,5399052230,0,559844509,0,track,,True,132.979,5399052230,5399052229,,,,,,,,,
5399052230,5683447612,0,"[559844506, 596675236, 596675237, 596675238]",0,"['residential', 'steps', 'path']",,True,62.362,5683447612,5399052230,,,,,,,,,
5399052231,5683448880,0,110826454,1,tertiary,30,False,37.166,5399052231,5683448880,2,,,,,,,,
5401378920,5483308534,0,560100738,0,footway,,True,27.275,5483308534,5401378920,,,,,,,,,
5401378920,5483308535,0,560100737,0,service,,True,101.455,5483308535,5401378920,,,,,,,,,
5401379221,5483308536,0,560100738,0,footway,,True,49.131,5483308536,5401379221,,,,,,,,,
5401379221,5401379223,0,560100738,0,footway,,False,40.599,5401379223,5401379221,,,,,,,,,
5401379221,11012859701,0,1185573529,0,footway,,True,10.52,11012859701,5401379221,,,,,,,,,
5401379222,5401379225,0,560100737,0,service,,False,21.059,5401379225,5401379222,,,,,,,,,
5401379222,5401379223,0,560100739,0,footway,,True,87.609,5401379223,5401379222,,,,,,,,,
5401379222,5483308532,0,"[560100737, 972725039]",0,service,,True,125.897,5483308532,5401379222,,,,,,,,,
5401379223,5401379226,0,560100738,0,footway,,False,18.302,5401379226,5401379223,,,,,,,,,
5401379223,5401379224,0,560100739,0,footway,,True,52.216,5401379224,5401379223,,,,,,,,,
5401379224,5483308536,0,649901512,1,secondary,40,False,35.282,5401379224,5483308536,2,Avenida V?�rgen del Pilar,,,,,,,
5401379224,5401379227,0,649901512,1,secondary,40,False,18.683,5401379227,5401379224,2,Avenida V?�rgen del Pilar,,,,,,,
5401379225,5483308535,0,560100737,0,service,,False,15.46,5483308535,5401379225,,,,,,,,,
5401379225,5401379226,0,560100740,0,footway,,True,86.715,5401379226,5401379225,,,,,,,,,
5401379226,5483308534,0,560100738,0,footway,,False,20.451,5483308534,5401379226,,,,,,,,,
5401379226,5401379227,0,560100740,0,footway,,True,54.745,5401379227,5401379226,,,,,,,,,
5401379230,5432072893,0,405359534,1,primary,60,False,7.363,5432072893,5401379230,2,Avenida Venezuela,,,,,,,
5401379234,11009101047,0,110812412,0,primary,50,False,6.419,11009101047,5401379234,2,Calle Malec??n Socabaya,,,,,,,
5401379234,11009101050,0,110812412,0,primary,50,True,59.699,11009101050,5401379234,2,Calle Malec??n Socabaya,,,,,,,
5406208477,5406208478,0,560588002,0,residential,,True,58.408,5406208478,5406208477,,,,,,,,,
5406208478,5406208480,0,560588003,0,residential,,True,52.417,5406208480,5406208478,,,,,,,,,
5406208479,5406208480,0,560588003,0,residential,,False,58.213,5406208480,5406208479,,,,,,,,,
5406208483,5465620987,0,560588007,0,residential,,False,83.844,5465620987,5406208483,,,,,,,,,
5406208486,5406208487,0,560588010,1,residential,,False,71.744,5406208487,5406208486,,,,,,,,,
5406208486,11019063501,0,110845045,1,secondary,40,False,100.682,11019063501,5406208486,2,Calle Juan de Dios Salazar,,,,,,,
5411410553,5411410744,0,561141666,0,residential,,True,66.072,5411410744,5411410553,,Pasaje Ramon Castilla,,,,,,,
5411410553,8236620905,0,110830590,1,residential,40,False,78.768,8236620905,5411410553,,Mariscal Benavides,,,,,,,
5411410744,5469339485,0,568514995,0,service,,True,49.786,5469339485,5411410744,,Pasaje Ramon Castilla,,,,,,alley,
5411410744,6284011382,0,110823835,1,residential,30,False,215.008,6284011382,5411410744,2,Calle Manuel Ugarteche,,,,,,,
5411410745,6284011382,0,561141667,0,residential,,False,54.081,6284011382,5411410745,,Pasaje la Gruta,,,,,,,
5411415923,5411415924,0,561141829,1,residential,,False,21.707,5411415924,5411415923,,Calle Manuel Arrayanes,,,,,,,
5412214077,8732272788,0,110843401,0,tertiary,50,True,84.525,8732272788,5412214077,2,Avenida Emmel,,,,,,,
5412215554,8732272788,0,110843401,0,tertiary,50,False,3.257,8732272788,5412215554,2,Avenida Emmel,,,,,,,
5413568945,11014011293,0,1276191250,1,primary,60,False,71.754,11014011293,5413568945,2,Avenida Venezuela,,,,,,,
5413568946,5413568947,0,558918787,0,residential,,False,17.162,5413568947,5413568946,2,Avenida Jacinto Ib?�??ez,,,,,,,
5413568946,11016544317,0,1276191252,1,secondary,40,False,32.855,5413568946,11016544317,,Avenida Juan Vidaurr?�zaga,,,,,,,
5413568947,10754897661,0,558918787,0,residential,,False,65.367,10754897661,5413568947,2,Avenida Jacinto Ib?�??ez,,,,,,,
5413568947,11016544318,0,424732725,1,secondary,40,False,42.491,11016544318,5413568947,,Avenida Juan Vidaurr?�zaga,,,,,,,
5424521138,5424521141,0,562735115,0,living_street,,True,157.664,5424521141,5424521138,,,,,,,,,
5424521142,5424521143,0,562735116,0,footway,,True,40.576,5424521143,5424521142,,Pasaje Union,,,,,private,,
5424532737,5424532738,0,562736290,0,path,,True,52.339,5424532738,5424532737,,,,,,,,,
5424532741,5424532742,0,562736292,0,pedestrian,,True,53.169,5424532742,5424532741,,,,,,,,,
5424532742,5424532746,0,110837928,0,living_street,,False,3.524,5424532746,5424532742,,Pasaje Del Solar,,,,,,,
5431347806,10907229425,0,110816100,1,secondary,50,False,24.851,5431347806,10907229425,2,Avenida Arturo Ib?�??ez,,,,,,,
5431385363,10904424638,0,24010201,1,trunk,50,False,19.352,5431385363,10904424638,2,Avenida Miguel Forga,,PE-34C,,,,,
5431394366,5515031808,0,110834481,0,tertiary,30,True,116.496,5515031808,5431394366,2,Calle Los Arrayanes,,,,,,,
5431918543,5431918550,0,558926661,0,residential,,False,166.051,5431918550,5431918543,,,,,,,,,
5431918543,5431918546,0,563696603,0,residential,,False,66.205,5431918546,5431918543,,,,,,,,,
5431918544,5431918546,0,563696603,0,residential,,True,23.803,5431918546,5431918544,,,,,,,,,
5431918544,5431918548,0,563696604,0,pedestrian,,True,33.73,5431918548,5431918544,,,,,,,,,
5431918545,5431918548,0,563696604,0,pedestrian,,False,11.845,5431918548,5431918545,,,,,,,,,
5431918546,5431918547,0,563696605,0,pedestrian,,True,48.065,5431918547,5431918546,,,,,,,,,
5431918548,5431918549,0,563696606,0,pedestrian,,True,70.166,5431918549,5431918548,,,,,,,,,
5432072878,11024162719,0,423708607,1,secondary,40,False,10.725,11024162719,5432072878,3,Avenida Mariscal Castilla,,,,,,,
5432072890,5432072893,0,563712585,1,primary_link,40,False,130.131,5432072890,5432072893,2,,,,,,,,
5432072890,11024160496,0,"[171693060, 1185102710]",1,secondary,60,False,48.285,5432072890,11024160496,2,Avenida Mariscal Castilla,,,,,,,
5437791342,10766556135,0,763496645,0,living_street,,False,53.443,10766556135,5437791342,,,,,,,private,,
5437791342,7134418451,0,"[1178010952, 110813949]",0,living_street,,True,78.186,7134418451,5437791342,,,,,,,private,,
5437797051,6327629812,0,564383061,0,living_street,,True,13.883,6327629812,5437797051,,,,,,,,,
5460698689,5460698690,0,567207320,0,service,,True,46.047,5460698690,5460698689,,Pasaje Mariscal C?�ceres,,,,,,alley,
5460698699,5460698700,0,567207323,0,service,,True,28.962,5460698700,5460698699,,,,,,,,alley,
5460698713,10062503683,0,405722947,1,primary,50,False,26.84,5460698713,10062503683,2,Avenida Jos?� Abelardo Qui??ones,,,,,,,
5460698713,5460698714,0,567207327,1,service,,False,82.543,5460698714,5460698713,,Calle Carlos de Marti,,,,,,alley,
5460698714,5460698715,0,110844383,0,residential,30,True,38.04,5460698715,5460698714,,Avenida Garaycochea,,,,,,,
5460698714,8732426026,0,582026108,0,service,,True,5.417,8732426026,5460698714,,,,,,,,emergency_access,
5465525921,5465525922,0,567956587,0,footway,,True,71.07,5465525922,5465525921,,,,,,,,,
