osmid,y,x,street_cou,highway,ref
5633802137,-16.4089401,-71.5173073,3,,
5633802138,-16.4088109,-71.5172065,3,,
5664848459,-16.4054314,-71.5330342,4,,
5670089474,-16.4018107,-71.5257223,3,,
5683447612,-16.4299738,-71.5604299,3,,
5683448880,-16.4314195,-71.5629541,3,,
5683448881,-16.4314734,-71.5628317,3,,
5683448898,-16.4296636,-71.5620317,1,,
5693662478,-16.4240793,-71.5523554,5,crossing,
5693662479,-16.4250838,-71.5523763,4,,
5693662481,-16.4250928,-71.552276,4,crossing,
5693791866,-16.4025,-71.5513329,3,,
5700757484,-16.3836111,-71.5366422,2,,
5700757485,-16.3837901,-71.5361259,3,,
5703156631,-16.4055233,-71.5164213,1,,
5703156632,-16.4051587,-71.5156668,4,,
5703156648,-16.406615,-71.5157729,3,,
5703156655,-16.4107727,-71.5188034,3,,
5703156657,-16.410787,-71.5188939,3,,
5703156658,-16.4106802,-71.5189156,4,,
5703278329,-16.4042572,-71.5200005,3,,
5706237517,-16.4217682,-71.5535083,3,,
5706237824,-16.421631,-71.5530211,1,,
5706237829,-16.4217764,-71.5522302,3,,
5706252892,-16.4140596,-71.5466891,3,,
5706252893,-16.4140138,-71.5467472,4,,
5706252894,-16.4137579,-71.5470705,1,,
5706253121,-16.4105393,-71.543891,3,,
5706253122,-16.4105853,-71.5438326,3,,
5706253143,-16.4095069,-71.5430611,3,crossing,
5706253144,-16.4095491,-71.543008,3,crossing,
5706253145,-16.4085135,-71.5422582,3,crossing,
5706253146,-16.4085564,-71.5422024,4,crossing,
5706258297,-16.412041,-71.5435602,4,crossing,
5706258298,-16.4121171,-71.5434329,3,crossing,
5706258303,-16.4111017,-71.5428918,3,crossing,
5706258304,-16.4111787,-71.542784,3,crossing,
5706258309,-16.4119889,-71.5436414,3,,
5706258310,-16.4118364,-71.5437199,3,,
5706258311,-16.4117772,-71.5440416,1,,
5706258312,-16.4118543,-71.5439593,3,,
5706258320,-16.4115062,-71.5437368,1,,
5706260321,-16.4116023,-71.5437922,3,,
5706260322,-16.4117537,-71.5437638,3,,
5706260323,-16.4117774,-71.5438905,3,,
5706260325,-16.4117935,-71.5436766,3,,
5706260326,-16.4115196,-71.5437182,3,,
5706313119,-16.4131199,-71.5450135,3,,
5706313120,-16.412918,-71.5448247,1,,
5750156950,-16.4085994,-71.5358585,3,,
5750156951,-16.4086027,-71.5358206,4,,
5750156952,-16.4086089,-71.5356644,1,,
5750184827,-16.4131049,-71.5373997,3,,
5750184828,-16.4132145,-71.537353,4,,
5750184829,-16.4132393,-71.5372006,3,,
5750184831,-16.4137965,-71.5385284,3,,
5750184832,-16.4139059,-71.5386305,3,,
5750184834,-16.4134788,-71.5373497,1,,
5750184878,-16.4136054,-71.53715,4,,
5750184879,-16.4134553,-71.5370929,3,,
5750184880,-16.4132101,-71.5365163,1,,
5750184882,-16.4129575,-71.5365437,3,,
5750185271,-16.4134536,-71.5377719,3,,
5750185272,-16.4136162,-71.5382055,3,,
5750185273,-16.4132849,-71.5373223,3,,
5750185274,-16.4129369,-71.5367824,3,,
5750185275,-16.413032,-71.5367333,3,,
5750200843,-16.4142602,-71.5413719,3,,
5750200844,-16.4143875,-71.5413592,1,,
5750200846,-16.4141082,-71.5408233,3,,
5750200847,-16.4142922,-71.5407646,1,,
5750210232,-16.4181389,-71.5367324,3,,
5750210238,-16.4191172,-71.5386822,3,,
5750210239,-16.4190721,-71.5387842,3,,
5777920044,-16.4045593,-71.5362574,3,,
5793942733,-16.3880523,-71.5345954,3,,
5793942737,-16.3875555,-71.5345347,1,,
5793954766,-16.3831182,-71.5332481,3,,
5799194861,-16.3899917,-71.5388896,3,,
5799864236,-16.4016214,-71.5442325,1,turning_circle,
5799864237,-16.3997021,-71.5433337,1,turning_circle,
5824299745,-16.4220729,-71.5437183,3,,
5846388120,-16.4016268,-71.5302963,3,,
5846388121,-16.4007091,-71.5292966,3,,
5866620454,-16.4073441,-71.5342729,3,,
5866620455,-16.4072069,-71.5341178,1,,
5927921105,-16.3948862,-71.5393329,1,,
5967787214,-16.4080561,-71.5522453,3,,
5967787215,-16.4069296,-71.5517452,3,,
5967787216,-16.4082259,-71.5517525,3,,
6016050244,-16.4098898,-71.5450705,3,,
6061568161,-16.3918147,-71.5323379,4,,
6061568164,-16.3932821,-71.533743,3,,
6061568167,-16.3930961,-71.5336914,3,,
6061568168,-16.3933253,-71.5337431,3,,
6061568182,-16.395207,-71.5286192,1,,
6061568501,-16.394935,-71.52995,3,,
6277601219,-16.4006004,-71.5436923,3,,
6277601220,-16.4005574,-71.543948,1,turning_circle,
6277601604,-16.3850638,-71.5362631,1,,
6284011382,-16.387972,-71.5303727,4,,
6292531033,-16.4147772,-71.5330541,3,,
6292531038,-16.4158138,-71.5308962,3,,
6292531042,-16.4147778,-71.5307469,3,,
6292531045,-16.4149186,-71.5309963,1,,
6292531051,-16.4154265,-71.5302911,3,,
6314219626,-16.3923553,-71.5406637,4,crossing,
6325106789,-16.3931456,-71.5378172,3,,
6327629803,-16.3881849,-71.5381518,4,,
6327629812,-16.3842364,-71.5368029,4,,
6327629820,-16.3825081,-71.5355983,3,,
6327629824,-16.3932361,-71.5378583,3,,
6399546649,-16.4052269,-71.549306,3,,
6405224186,-16.4084176,-71.5421801,3,,
6654482298,-16.3891927,-71.5327288,1,,
6654482301,-16.3891259,-71.5327028,3,,
6654482302,-16.3892178,-71.5327889,3,,
6654482303,-16.3892362,-71.5327676,1,,
6654482304,-16.3890781,-71.5326591,1,,
6654482313,-16.388796,-71.5325114,1,,
6654482316,-16.389635,-71.5328421,3,,
6654482318,-16.3894986,-71.5326844,3,,
6654482319,-16.3894784,-71.5326657,1,,
6654482320,-16.3895267,-71.5327974,4,,
6654482332,-16.3894619,-71.5328747,3,,
6654482333,-16.3893788,-71.5327944,1,,
6654482335,-16.3892198,-71.5332353,3,,
6654482337,-16.389542,-71.5328108,4,,
6654482361,-16.3892306,-71.5332448,3,,
6654482363,-16.3894241,-71.5331247,4,,
6654482378,-16.3893087,-71.5332774,3,,
6654482382,-16.3894548,-71.5330827,4,,
6654501997,-16.3890196,-71.5324218,1,,
6654502004,-16.3891503,-71.5319082,3,,
6700773401,-16.399168,-71.5284855,1,,
6734034534,-16.3970656,-71.529022,3,,
6734034535,-16.3972648,-71.5288425,1,,
6734047815,-16.3960003,-71.5278816,3,,
6734047816,-16.395608,-71.5283005,1,,
6734047830,-16.3963441,-71.529656,3,,
6734047839,-16.3964728,-71.5295542,1,,
6742797336,-16.4068756,-71.5207337,1,,
6742797346,-16.4061201,-71.520713,3,,
6742797347,-16.4059678,-71.5203793,3,,
6742797351,-16.405296,-71.5189844,3,,
6742797352,-16.4053924,-71.5192116,1,,
7105611474,-16.415328,-71.55193,3,,
7105673921,-16.4074433,-71.5387424,3,crossing,
7105673922,-16.4075144,-71.5388211,3,crossing,
7105673923,-16.4076172,-71.5385822,3,crossing,
7105673924,-16.4076957,-71.5386524,3,crossing,
7105677075,-16.4183238,-71.5506111,3,,
7105690910,-16.4139342,-71.5465903,3,crossing,
7105690911,-16.4138905,-71.546648,3,crossing,
7105789186,-16.3957552,-71.5396024,3,crossing,
7105789187,-16.3956358,-71.5397355,3,crossing,
7112683822,-16.3931448,-71.5361592,3,,
7112683824,-16.3931965,-71.5356186,3,,
7134418451,-16.3836105,-71.5366334,3,,
7154758743,-16.4184283,-71.5504359,3,,
7154758745,-16.4184372,-71.5505889,4,,
7221094354,-16.4122973,-71.5356385,4,crossing,
7286442136,-16.4143994,-71.5415656,3,,
7286479554,-16.4143111,-71.5410393,1,,
7286479557,-16.414183,-71.5410861,3,,
7286479558,-16.4144085,-71.5415499,1,,
7286479561,-16.4142561,-71.5415793,3,,
7286479568,-16.4142282,-71.5418422,3,,
7286481696,-16.4093128,-71.5407003,1,,
7286481706,-16.4104378,-71.5415324,3,,
7286481713,-16.4102917,-71.5417533,1,,
7286481789,-16.4121846,-71.5435363,3,,
7289377492,-16.4172593,-71.5488462,3,,
7289377529,-16.4136006,-71.5436259,1,,
7289377533,-16.4139044,-71.5440504,3,,
7289403367,-16.421018,-71.5536459,1,,
7289403369,-16.4213047,-71.553253,4,,
7289403370,-16.4213566,-71.5531717,3,,
7289403371,-16.4180044,-71.5512991,1,,
7289403375,-16.4185991,-71.5508595,4,,
7289403376,-16.4186485,-71.5507926,3,,
7289494688,-16.4215862,-71.5550142,1,,
7289494699,-16.4218139,-71.5536779,4,,
7289494700,-16.4218695,-71.5535933,3,,
7296622441,-16.4064028,-71.5517235,3,,
7296622445,-16.4063372,-71.5515023,3,,
7567525362,-16.4140541,-71.543519,3,,
7567878736,-16.4112623,-71.5214474,3,,
7567879880,-16.4141192,-71.5280113,3,,
7567879881,-16.4140354,-71.5278495,3,,
7567888647,-16.4223225,-71.5444868,3,,
7567888648,-16.4223453,-71.5444827,3,,
7567888649,-16.4223505,-71.5441564,3,,
7567924951,-16.3924248,-71.5397122,3,,
8059943575,-16.3985884,-71.5256873,1,,
8059943576,-16.3979365,-71.5262815,3,,
8059960399,-16.4188325,-71.5516886,3,,
8059977989,-16.418601,-71.5522921,3,,
8082052528,-16.4047153,-71.5234597,3,,
8082052529,-16.4051276,-71.5239831,1,,
8162371799,-16.3946112,-71.5355465,1,,
8162371803,-16.3948715,-71.5354298,3,,
8162388859,-16.390373,-71.5330812,3,,
8234749369,-16.3900104,-71.5322134,3,,
8234754109,-16.4279209,-71.5564432,4,,
8234790746,-16.3959645,-71.529329,3,,
8236620905,-16.388204,-71.5330447,3,,
8236626504,-16.3863984,-71.53742,3,,
8236634836,-16.3830099,-71.533966,3,,
8236634839,-16.3834352,-71.5334731,3,,
8246088542,-16.4242463,-71.5560693,1,,
8246102746,-16.4241937,-71.5562549,3,,
8298816757,-16.4025827,-71.5423256,3,,
8298866203,-16.4070976,-71.5428031,3,,
8302191869,-16.412938,-71.537027,3,,
8374959817,-16.4143673,-71.5435287,3,,
8374968447,-16.4221487,-71.5443571,3,,
8374968448,-16.422254,-71.5444786,3,,
8375245720,-16.3970974,-71.5472702,3,,
8375245721,-16.3971538,-71.5472134,3,,
8375245722,-16.3973894,-71.5472625,3,,
8692107835,-16.3919833,-71.5332847,3,,
8732272772,-16.3953521,-71.5441605,1,,
8732272788,-16.3951154,-71.544599,3,,
8732426026,-16.3973622,-71.5449936,4,,
8732426030,-16.3971677,-71.5453509,3,,
8732426031,-16.3966089,-71.5451355,3,,
8733232137,-16.3931759,-71.5411878,1,,
8734566548,-16.3969908,-71.542624,3,,
8734566562,-16.3981446,-71.5434432,3,,
8835591997,-16.3948989,-71.5309679,3,,
8879835807,-16.3958128,-71.5295689,3,,
8901588136,-16.4118744,-71.5379193,3,,
8949309438,-16.3984038,-71.5367969,3,,
8949309439,-16.3987114,-71.5369176,3,,
8949309440,-16.3987557,-71.536799,4,,
8949309441,-16.3989928,-71.5368888,4,,
8949309442,-16.3989083,-71.5371312,4,,
8949309443,-16.3986698,-71.537038,4,,
8949309444,-16.3986429,-71.537135,3,,
8949309445,-16.3986972,-71.5372987,3,,
8949309446,-16.3986637,-71.5373942,3,,
8949309447,-16.3988676,-71.5372284,3,,
8949309448,-16.3989516,-71.5370065,3,,
8949309449,-16.3992174,-71.5371022,3,,
8949309451,-16.3983272,-71.537013,3,,
8949309452,-16.3984795,-71.5373231,3,,
8949309453,-16.398873,-71.537475,3,,
8949309455,-16.3984779,-71.5365882,3,,
8949309456,-16.3987884,-71.5367003,3,,
8949309457,-16.3987984,-71.5364294,3,,
8949309458,-16.3989505,-71.5366173,3,,
8949309459,-16.3990229,-71.5367829,3,,
8949309461,-16.3991466,-71.5373028,3,,
8949309462,-16.3992045,-71.536577,3,,
8949309464,-16.399287,-71.5369053,3,,
9027081295,-16.3973841,-71.5352324,1,,
9027081296,-16.3975489,-71.5355288,3,,
9094959586,-16.4060108,-71.5216478,1,,
9094959591,-16.4055292,-71.5209012,3,,
9331081991,-16.4162525,-71.5498872,3,,
9331081995,-16.416617,-71.5494368,3,,
9410567694,-16.40331,-71.5436205,1,,
9410567695,-16.4039176,-71.543944,3,,
9410599752,-16.3984978,-71.5413786,3,,
9410599753,-16.398713,-71.540738,3,,
9410607784,-16.4131851,-71.5304107,1,,
9410629306,-16.4234826,-71.5464944,3,,
9410645593,-16.4141628,-71.5451896,1,,
9410645594,-16.4133009,-71.5460694,4,,
9410646484,-16.4110656,-71.5434763,3,,
9410646490,-16.4107588,-71.5438096,3,,
9410646499,-16.410994,-71.5441658,3,,
9410646790,-16.4189996,-71.5524506,3,,
9410646800,-16.418938,-71.5515344,3,,
9410649044,-16.4198256,-71.5514338,1,,
9410649045,-16.4204236,-71.5507371,3,,
9410650124,-16.4134398,-71.5487865,1,,
9410650126,-16.4140632,-71.5476064,3,,
9410652322,-16.4178057,-71.5434341,3,,
9410652323,-16.4186087,-71.5442455,1,,
9410652327,-16.417824,-71.5427274,1,,
9410652328,-16.4181572,-71.5430532,3,,
9410652332,-16.418574,-71.5442066,3,,
9410652333,-16.4187463,-71.5436433,3,,
9410652334,-16.4189519,-71.5434129,3,,
9410661621,-16.4140084,-71.5373522,1,,
9413825233,-16.4036908,-71.5292239,1,,
9413825234,-16.4032738,-71.5286979,3,,
9413825235,-16.4031386,-71.5294173,1,,
9413825236,-16.4028406,-71.5290857,3,,
9487193848,-16.4025393,-71.5428246,3,,
9487442829,-16.4103435,-71.5330043,3,,
9487442830,-16.4121661,-71.535032,4,crossing,
9487442831,-16.4102735,-71.5329253,3,,
9544875777,-16.4033888,-71.5163938,4,,
9546538840,-16.3879596,-71.5368545,3,,
9632479562,-16.4042886,-71.5194387,4,,
9674888302,-16.4111392,-71.5357138,3,,
9675005063,-16.4094317,-71.5335314,1,,
9675005083,-16.4069604,-71.5306284,4,,
9675005091,-16.4055776,-71.5289449,3,,
9675005098,-16.4042736,-71.5273499,4,crossing,
9675005115,-16.4002772,-71.52245,3,crossing,
9675524284,-16.4025089,-71.5453259,3,,
9675524287,-16.4023792,-71.5444974,3,,
9675524288,-16.4019911,-71.5442566,3,,
9675524292,-16.4013564,-71.5438662,1,turning_circle,
9675524297,-16.4001162,-71.5431198,1,turning_circle,
9675524298,-16.400054,-71.5434633,3,,
9675524302,-16.4022836,-71.5446612,1,turning_circle,
9675524303,-16.4019024,-71.5444441,1,turning_circle,
9677854880,-16.4161708,-71.5498862,3,,
9677854885,-16.4135017,-71.5539287,3,,
9768373908,-16.404345,-71.5258342,3,,
9768435419,-16.404735,-71.5268207,1,,
9768435421,-16.404607,-71.5261948,4,crossing,
9768435465,-16.4047883,-71.5247157,1,,
9768435466,-16.4047079,-71.5246077,4,,
9768435467,-16.4046732,-71.5248197,1,,
9768435468,-16.4045979,-71.5247105,4,,
9768435491,-16.404265,-71.5255134,3,,
9768435492,-16.4041733,-71.525416,1,,
9768435516,-16.403222,-71.5248626,3,,
9768435518,-16.4031187,-71.524715,3,,
9768435524,-16.4031194,-71.5246865,3,,
9768435539,-16.4031526,-71.5246513,3,,
9768435559,-16.4045775,-71.525652,3,,
9768435560,-16.4045238,-71.5255837,1,,
9768435565,-16.4039703,-71.5255338,3,,
9768435566,-16.4040014,-71.5254989,1,,
9768436835,-16.4041921,-71.5246051,3,,
9768436847,-16.4051579,-71.5225765,1,,
9768436874,-16.4036198,-71.5239105,3,,
9874758595,-16.4218217,-71.5535532,3,,
10012297937,-16.3985892,-71.5443807,3,,
10062503680,-16.3985643,-71.5446344,3,crossing,
10062503681,-16.3984827,-71.5445912,3,crossing,
10062503682,-16.3980329,-71.5456364,3,crossing,
10062503683,-16.3979421,-71.5455867,3,crossing,
10062503684,-16.3978368,-71.545803,3,crossing,
10062503685,-16.3979352,-71.5458468,3,crossing,
10062601848,-16.4071774,-71.5147937,4,,
10062601853,-16.4068939,-71.5149172,3,,
10656093774,-16.3975338,-71.5420071,3,crossing,
10656093775,-16.3978284,-71.5413081,3,crossing,
10754897657,-16.4153306,-71.5428787,1,,
10754897661,-16.4158628,-71.5424006,3,,
10754897662,-16.4161841,-71.5386462,3,,
10754897663,-16.4163111,-71.5390762,1,,
10754897664,-16.4159889,-71.5432229,1,,
10754897665,-16.4159642,-71.5436727,3,,
10754897668,-16.4164288,-71.5419448,1,,
10754897669,-16.4164088,-71.5424484,3,,
10758109108,-16.406704,-71.5218697,3,,
10758109130,-16.4056188,-71.5210302,3,,
10758109131,-16.4060169,-71.5208381,3,,
10766556135,-16.3830749,-71.5358835,1,,
10770784239,-16.4123542,-71.5350943,3,,
10770784240,-16.4123043,-71.5350886,3,,
10774452933,-16.4180505,-71.5452428,3,,
10774452935,-16.420402,-71.5433081,1,,
10774452940,-16.420247,-71.5427217,3,,
10774452941,-16.4201923,-71.5450461,1,,
10774452942,-16.4203746,-71.5452302,3,,
10774452943,-16.4199684,-71.5451856,1,,
10774452944,-16.4201729,-71.5454037,3,,
10774452945,-16.4205842,-71.545001,3,,
10774452946,-16.4200603,-71.5444933,3,,
10774452953,-16.4191938,-71.5454875,1,,
10774452958,-16.4185244,-71.546433,4,,
10774452962,-16.4191142,-71.5465648,3,,
10774452965,-16.418925,-71.5468193,3,,
10774452966,-16.4182915,-71.5462122,3,,
10774452967,-16.4185424,-71.547548,1,,
10774452971,-16.4186525,-71.5480041,3,,
10774452972,-16.4186058,-71.5438936,1,,
10774452973,-16.4184358,-71.5440676,3,,
10779219023,-16.4217991,-71.5425461,4,crossing,
10779219035,-16.4222917,-71.5438539,3,,
10779219045,-16.4230416,-71.5452216,4,crossing,
10779219046,-16.4230255,-71.5451498,4,crossing,
10779219051,-16.4226667,-71.5445761,3,,
10780714913,-16.4202667,-71.5381645,3,crossing,
10780714921,-16.4209741,-71.5403362,3,crossing,
10780714922,-16.4209265,-71.5402397,3,,
10780714924,-16.4207766,-71.5396346,3,,
10786824201,-16.4144836,-71.5294655,3,,
10786826608,-16.4147308,-71.5292635,3,,
10801219428,-16.4115982,-71.523346,1,,
10801219429,-16.4116776,-71.5236767,3,,
10801219430,-16.4114981,-71.5237324,1,,
10827530911,-16.430312,-71.5621964,3,,
10827530921,-16.4302346,-71.5622278,3,,
10827530924,-16.4301553,-71.5625251,3,,
10852800673,-16.4059669,-71.5243494,3,,
10852800680,-16.4057063,-71.5247026,3,,
10852800681,-16.4056628,-71.5246428,1,,
10852829946,-16.4056238,-71.5224039,3,,
10852829975,-16.4057517,-71.5236714,3,,
10852829976,-16.4057946,-71.5237206,1,,
10852829977,-16.4051975,-71.5247208,3,,
10852829981,-16.4050705,-71.5242698,3,,
10852876510,-16.4064847,-71.523871,1,,
10852877548,-16.4039358,-71.5261915,3,,
10852877573,-16.4041715,-71.5274405,3,,
10852902200,-16.4042,-71.5241951,3,,
10852902201,-16.4038826,-71.5238391,1,,
10852927437,-16.4039117,-71.5254609,3,,
10852927456,-16.4056124,-71.5247871,3,,
10852927457,-16.405404,-71.524524,3,,
10852927481,-16.4054506,-71.5239174,3,,
10852927482,-16.4054023,-71.5238535,3,,
10852927483,-16.4053256,-71.5238467,1,,
10852927492,-16.4054114,-71.5237736,1,,
10852927493,-16.4055806,-71.5238134,3,,
10852927496,-16.4057037,-71.5239063,1,,
10852935817,-16.4032001,-71.5242809,3,,
10852935821,-16.4025853,-71.5248777,3,,
10852935822,-16.4023974,-71.5250502,3,crossing,
10852935824,-16.4033666,-71.5248659,3,,
10852945713,-16.4034868,-71.5240279,3,,
10852945714,-16.4036893,-71.5242287,3,,
10852945716,-16.4037438,-71.5244804,1,,
10852945717,-16.4033677,-71.5247659,3,,
10852979935,-16.4055398,-71.523846,3,,
10852979936,-16.4054472,-71.5237341,1,,
10852979937,-16.4056917,-71.5233133,3,,
10852979938,-16.4057545,-71.5232655,1,,
10852979946,-16.4054161,-71.5229664,3,,
10852979947,-16.4051502,-71.5232284,1,,
10852979979,-16.405037,-71.5242984,3,,
10852979981,-16.4043163,-71.5244411,1,,
10852979985,-16.4045393,-71.5236958,3,,
10852999333,-16.4042814,-71.5258865,3,,
10852999334,-16.4041182,-71.5256487,3,,
10852999349,-16.4044695,-71.5257366,3,,
10852999350,-16.4042952,-71.5254857,3,,
10852999351,-16.4044216,-71.5257741,3,,
10852999352,-16.4044916,-71.5258634,1,,
10853004824,-16.4039778,-71.5263898,1,,
10853004830,-16.4036603,-71.5247675,3,,
10853004831,-16.4035759,-71.5247665,1,,
10853004832,-16.4035583,-71.5247011,1,,
10853004838,-16.4026332,-71.5247823,3,,
10853004839,-16.4024801,-71.5245751,3,,
10853004848,-16.4024315,-71.5244086,3,,
10853004858,-16.4024108,-71.5241933,3,,
10853004859,-16.4028232,-71.5238454,3,,
10853004860,-16.4028532,-71.5238824,1,,
10853004861,-16.402581,-71.5240535,3,,
10853004862,-16.402639,-71.524132,1,,
10853004863,-16.4031141,-71.5236127,3,,
10853004864,-16.4031709,-71.5236807,1,,
10853073781,-16.4037109,-71.5247133,3,,
10853073784,-16.4037609,-71.5244633,3,,
10853083509,-16.4065193,-71.5248734,1,,
10853083510,-16.4064361,-71.5248175,3,,
10853083511,-16.4064042,-71.5248472,1,,
10853083519,-16.4036189,-71.5252331,3,,
10853083520,-16.4036554,-71.5251993,1,,
10853104286,-16.4062248,-71.5207559,3,,
10858131534,-16.4194916,-71.5477166,3,crossing,
10858131535,-16.4193979,-71.5476246,4,crossing,
10858131536,-16.4192826,-71.5475115,4,crossing,
10858131537,-16.4191901,-71.5474207,3,crossing,
10859102200,-16.4225913,-71.5444923,3,,
10859133119,-16.4219436,-71.5445926,3,,
10885697599,-16.407662,-71.5340201,3,,
10885702026,-16.4055952,-71.537838,4,,
10885702027,-16.4050615,-71.5376195,4,,
10885702029,-16.402997,-71.5367655,4,,
10885702031,-16.4049896,-71.5375887,4,crossing,
10885702034,-16.4019482,-71.5363416,4,,
10885702037,-16.4009115,-71.535934,4,,
10885702039,-16.4003205,-71.5356936,4,,
10885702040,-16.3998989,-71.5355278,4,,
10885702041,-16.3998934,-71.5355424,4,,
10885702043,-16.3988565,-71.5351142,4,,
10885702044,-16.3978371,-71.5347038,4,,
10885702045,-16.3968091,-71.5342901,4,,
10885702047,-16.3957723,-71.5338759,4,,
10885702048,-16.3946976,-71.5334452,4,,
10885702050,-16.3935988,-71.5330019,4,,
10885702051,-16.3918872,-71.532345,3,,
10885702067,-16.3929895,-71.5350589,3,,
10885702068,-16.3929324,-71.5351349,3,,
10885762587,-16.400904,-71.5359546,4,,
10904368701,-16.4221373,-71.5441299,4,crossing,
10904368704,-16.4219744,-71.5443026,4,crossing,
10904424405,-16.4219977,-71.5443413,3,,
10904424543,-16.4210853,-71.5457657,4,crossing,
10904424545,-16.421179,-71.5458571,3,crossing,
10904424548,-16.4209815,-71.5456645,4,crossing,
10904424550,-16.4208827,-71.5455681,3,crossing,
10904424554,-16.4211408,-71.5452838,3,crossing,
10904424556,-16.4212273,-71.545379,4,crossing,
10904424559,-16.421338,-71.5454951,4,crossing,
10904424561,-16.4214242,-71.5455878,3,crossing,
10904424596,-16.4190562,-71.5475643,5,,
10904424638,-16.4193179,-71.5477133,4,,
10907229425,-16.4237705,-71.5470064,3,,
10907229438,-16.4230558,-71.5454721,3,,
10907453561,-16.4147416,-71.5473462,3,,
10907453564,-16.4145305,-71.5471719,4,,
10910525147,-16.4229178,-71.5449345,3,,
10910636424,-16.4191886,-71.551277,3,,
10910636427,-16.4195679,-71.5516234,4,,
10910654831,-16.4086474,-71.5369944,3,,
10910654832,-16.4087045,-71.5368654,3,,
10910654834,-16.4084763,-71.5367829,3,,
10910655084,-16.4096241,-71.5364074,3,,
10910655085,-16.409527,-71.5364785,3,,
10917123584,-16.4086181,-71.5416777,3,,
10917123597,-16.4086455,-71.5417016,3,,
10917123601,-16.4084851,-71.5420731,4,crossing,
10917232407,-16.4089132,-71.5414262,4,crossing,
10917232433,-16.4087745,-71.5411159,3,crossing,
10917446703,-16.4101796,-71.5420626,3,crossing,
10917446704,-16.4101031,-71.5421822,3,crossing,
10920875902,-16.4066202,-71.539349,3,,
10920891143,-16.4078553,-71.540424,1,,
10920891144,-16.4078404,-71.5404413,3,crossing,
10920891145,-16.4078747,-71.5403958,1,,
10920891147,-16.4078991,-71.5403664,3,crossing,
10920891150,-16.4079826,-71.5405696,3,crossing,
10920891154,-16.4080444,-71.5404987,3,crossing,
10920891195,-16.409947,-71.5452181,3,,
10920891200,-16.4102156,-71.5454027,1,,
10920891201,-16.4101849,-71.5453797,4,crossing,
10920891207,-16.4041478,-71.5436142,4,crossing,
10920891210,-16.4042044,-71.5435048,4,crossing,
10920891216,-16.403558,-71.5474623,3,,
10920891223,-16.4037764,-71.5477044,3,crossing,
10923337582,-16.4012417,-71.5467786,4,crossing,
10923337585,-16.4013547,-71.5468198,4,crossing,
10923337586,-16.3973986,-71.5468343,3,crossing,
10923389495,-16.4020553,-71.5398969,5,,
10923389525,-16.3929015,-71.5370653,1,,
10923389526,-16.3929493,-71.5369534,1,,
10923389527,-16.3929226,-71.537016,4,crossing,
10923437082,-16.4014483,-71.5454987,3,crossing,
10923437087,-16.398539,-71.5443518,3,,
10923437097,-16.4050265,-71.5499261,3,,
10992522526,-16.4040052,-71.5197015,4,crossing,
10997907532,-16.3917415,-71.5307589,3,,
10997907533,-16.3917979,-71.5306686,3,,
10997907541,-16.3933105,-71.5356119,3,,
11001873360,-16.4047795,-71.5356747,1,,
11001873361,-16.4061627,-71.5305199,1,,
11002043136,-16.400261,-71.5204472,3,crossing,
11002043137,-16.4001791,-71.5203974,3,crossing,
11002043138,-16.4003242,-71.520352,3,crossing,
11002043139,-16.4002359,-71.5203104,3,crossing,
11002056720,-16.416004,-71.5513214,3,,
11002060891,-16.4140275,-71.553637,4,,
11002113931,-16.4056362,-71.5214925,3,,
11002202206,-16.4113246,-71.5216611,4,crossing,
11005217792,-16.423364,-71.5461774,4,crossing,
11005217794,-16.4235241,-71.5464627,4,crossing,
11007732105,-16.4189816,-71.5512107,3,,
11007732106,-16.4140715,-71.55347,3,,
11007732107,-16.4138484,-71.5537079,3,,
11007739451,-16.4195158,-71.5516967,3,,
11007798917,-16.4106766,-71.543907,3,,
11007798919,-16.4082503,-71.5420463,3,crossing,
11007798920,-16.4082889,-71.541993,3,crossing,
11007837175,-16.4145589,-71.5471061,3,,
11007837176,-16.4132571,-71.5461211,3,,
11007937311,-16.422187,-71.5442049,3,,
11008090615,-16.4132398,-71.5539351,3,,
11008090617,-16.4134817,-71.5539531,3,,
11008090619,-16.4123027,-71.5531359,1,,
11008619712,-16.4036831,-71.5474636,3,,
11008619714,-16.4035787,-71.5476325,3,,
11008619715,-16.4035591,-71.5476255,3,,
11008659954,-16.4067331,-71.523028,3,,
11008659961,-16.4070042,-71.5304792,3,,
11008659962,-16.4069363,-71.5305997,3,,
11008659963,-16.4070156,-71.5305853,3,,
11008659965,-16.4070229,-71.5305018,3,,
11008671921,-16.404582,-71.5159037,3,,
11008671922,-16.4041693,-71.5160732,3,,
11008708918,-16.4100332,-71.5135616,3,,
11008708923,-16.408038,-71.5144196,3,,
11008708925,-16.4073003,-71.5147401,3,,
11008708928,-16.4057949,-71.5154895,3,,
11008708929,-16.405752,-71.5154148,3,,
11008708930,-16.4057615,-71.5155049,3,,
11008708934,-16.4055742,-71.5154923,3,,
11008708938,-16.4049865,-71.5157421,3,,
11008714466,-16.4012763,-71.5468479,4,,
11008714467,-16.401306,-71.546761,4,,
11008718130,-16.4042119,-71.543267,3,,
11008718131,-16.403926,-71.5433776,3,,
11008718133,-16.4040728,-71.5433979,3,,
11008718134,-16.4040643,-71.5434441,3,,
11008718136,-16.4041244,-71.5433718,3,,
11008718137,-16.4041574,-71.5434154,3,,
11008718138,-16.4040733,-71.5434485,3,,
11008718139,-16.4040677,-71.5436231,3,,
