osmid,y,x,street_cou,highway,ref
5377965377,-16.4094831,-71.5187934,3,,
5377965378,-16.4090211,-71.5188993,3,,
5377965379,-16.4096064,-71.5193344,4,,
5377965380,-16.4089565,-71.5208101,3,,
5377965381,-16.4090972,-71.5194656,3,,
5377965382,-16.4073632,-71.5180558,4,,
5377965385,-16.4045797,-71.5221967,3,,
5377965387,-16.4013505,-71.520825,3,,
5377989886,-16.393388,-71.529079,3,,
5377989890,-16.3935023,-71.5290553,3,,
5378108464,-16.417676,-71.5403335,3,crossing,
5378108466,-16.4181636,-71.5398189,4,,
5378210488,-16.4166164,-71.5393544,3,,
5378210489,-16.4167078,-71.5393356,3,,
5379196479,-16.3920719,-71.5370161,1,,
5379248673,-16.3891904,-71.5357001,1,,
5379248680,-16.3885599,-71.5350325,3,,
5379248681,-16.3881886,-71.5349926,1,,
5379248705,-16.3913618,-71.536644,3,,
5379249145,-16.3919766,-71.5319858,3,,
5379249150,-16.3941578,-71.531887,3,,
5379249152,-16.3942166,-71.5316367,1,,
5379274787,-16.3922842,-71.5347603,3,,
5379796461,-16.4009796,-71.5455566,3,,
5379805298,-16.396951,-71.5426208,4,,
5379844077,-16.4157873,-71.5358498,4,,
5379844080,-16.4167789,-71.5387051,3,,
5379852095,-16.4166449,-71.5354451,4,,
5379858302,-16.4159285,-71.5344411,3,,
5379858303,-16.4163706,-71.5379033,4,,
5379858305,-16.4175314,-71.5374307,4,,
5379858306,-16.4180185,-71.5372845,3,,
5379867635,-16.4161901,-71.5357616,3,,
5379867637,-16.4168779,-71.5371469,3,,
5379867638,-16.4170063,-71.5375966,3,,
5379868011,-16.4166281,-71.5383966,3,,
5379868013,-16.417712,-71.5379684,3,,
5379874278,-16.4153245,-71.5341481,3,,
5379874279,-16.4154313,-71.5343263,3,,
5380727086,-16.3964275,-71.5283209,5,,
5380727089,-16.3990471,-71.5279044,4,,
5380727091,-16.3984376,-71.5395394,4,,
5380727094,-16.3974576,-71.5357903,4,,
5381008103,-16.414232,-71.5337433,3,,
5381008105,-16.4139472,-71.5341423,3,,
5381008108,-16.4137741,-71.5340433,3,,
5381008109,-16.4136137,-71.5339494,4,,
5381008110,-16.4137664,-71.534445,3,,
5381008111,-16.413678,-71.5341579,3,,
5381008113,-16.4133543,-71.5344722,3,,
5381008114,-16.4136546,-71.5340822,3,,
5381008115,-16.4137865,-71.5340516,3,,
5381008116,-16.4137797,-71.5338891,3,,
5381008117,-16.4133478,-71.534046,3,,
5381008123,-16.4135091,-71.5339874,3,,
5381008128,-16.4138938,-71.5338477,3,,
5381008130,-16.4137838,-71.5334901,3,,
5381008131,-16.4140372,-71.5333906,3,,
5381008135,-16.4125513,-71.5349434,3,,
5381008143,-16.4126119,-71.5348156,3,,
5381008144,-16.41326,-71.5345822,3,,
5381008145,-16.41336,-71.5348883,3,,
5381008146,-16.4131757,-71.5341007,3,,
5381008150,-16.4134285,-71.5340167,3,,
5381008151,-16.4133953,-71.5339142,1,,
5381018098,-16.412903,-71.5341802,3,,
5381018101,-16.4127752,-71.534221,3,,
5381044242,-16.4118372,-71.5345344,1,,
5381354349,-16.4060337,-71.5221378,3,,
5381354353,-16.407676,-71.525077,3,,
5381354355,-16.4113851,-71.5285049,4,,
5381354357,-16.4091997,-71.5261058,3,,
5381354362,-16.4023132,-71.535288,4,,
5381354363,-16.4027143,-71.5341968,4,,
5381354364,-16.4033792,-71.5357334,4,,
5381354365,-16.3987305,-71.5387065,4,,
5381354366,-16.4018926,-71.5417347,3,,
5381354367,-16.401735,-71.5407778,1,turning_circle,
5381354369,-16.4024782,-71.5404739,3,,
5381363056,-16.4155689,-71.5417624,4,,
5381363058,-16.4162786,-71.5398271,3,,
5381363059,-16.4167243,-71.5408769,3,,
5381363060,-16.4164148,-71.5403735,3,,
5381363061,-16.4162423,-71.539444,3,,
5391068725,-16.4164105,-71.5488002,3,,
5391078156,-16.4174888,-71.5513745,1,,
5391078162,-16.4167982,-71.5492358,3,,
5391078165,-16.4161814,-71.5491924,3,,
5391078180,-16.419969,-71.5443934,3,,
5391078185,-16.4183529,-71.5448291,3,,
5391078186,-16.4179579,-71.5464653,4,,
5391078188,-16.417282,-71.5464554,3,,
5391078189,-16.4184774,-71.5446817,3,,
5391078190,-16.4193131,-71.5437461,4,,
5391078194,-16.4171239,-71.5437823,3,,
5391078195,-16.4174607,-71.5438295,3,,
5391078207,-16.4184941,-71.5429428,3,,
5391078209,-16.4206136,-71.5423157,3,,
5391078210,-16.4177987,-71.5417059,3,,
5391078212,-16.4173533,-71.5405678,3,,
5391078213,-16.417794,-71.5413826,3,,
5391078215,-16.4188396,-71.5407199,3,,
5391078218,-16.4175941,-71.5409889,3,,
5391078219,-16.41856,-71.5403071,3,,
5391078220,-16.4187692,-71.5406093,3,,
5391078522,-16.4190483,-71.5396184,3,,
5391078523,-16.4185017,-71.5402006,3,,
5391078525,-16.4193668,-71.5393798,3,,
5391078526,-16.4191259,-71.5389294,4,,
5391078527,-16.419084,-71.5388411,4,,
5391078531,-16.4193629,-71.5386583,3,,
5391078534,-16.4177697,-71.5362956,4,,
5391078536,-16.4167233,-71.5366167,3,,
5391078537,-16.4172533,-71.5364531,4,,
5391078538,-16.4178811,-71.5386827,3,,
5391078540,-16.4180722,-71.5388505,3,,
5391078542,-16.4188968,-71.5385179,4,,
5391078543,-16.4195211,-71.5380426,3,,
5391078852,-16.4197572,-71.5383781,3,,
5391078853,-16.4184637,-71.536506,3,,
5391078854,-16.4173643,-71.5349172,3,,
5391078857,-16.417936,-71.5368875,3,,
5391078858,-16.418065,-71.5373074,3,,
5391078859,-16.4186874,-71.5368317,3,,
5391078860,-16.4183684,-71.5370764,3,,
5391078861,-16.4189821,-71.5379572,3,,
5391078862,-16.4186759,-71.5381885,3,,
5391108731,-16.4130221,-71.5391916,3,,
5391108732,-16.4126602,-71.5409317,4,,
5391108737,-16.4141108,-71.5413054,3,,
5391108738,-16.4129074,-71.541281,3,,
5391108740,-16.4139889,-71.5408816,3,,
5391108743,-16.4094397,-71.5402191,4,,
5391108745,-16.4085175,-71.5381377,3,,
5391108746,-16.4104114,-71.5389406,3,,
5391108747,-16.4105726,-71.5381274,3,,
5391108748,-16.4103492,-71.538307,3,,
5391108749,-16.4096111,-71.5383289,4,,
5391108750,-16.4120923,-71.5365605,3,,
5391108751,-16.4101968,-71.537519,4,,
5391108752,-16.4098644,-71.5379607,3,,
5391108753,-16.408404,-71.5366935,4,,
5391108754,-16.4058301,-71.535645,3,,
5391108755,-16.4056626,-71.5356693,3,,
5391113982,-16.4010264,-71.541882,1,,
5391113983,-16.4049046,-71.5438905,3,,
5391113995,-16.4098852,-71.5467991,3,,
5391114002,-16.4115088,-71.5484122,1,,
5391114005,-16.4118559,-71.5469738,4,,
5391114007,-16.4113844,-71.5467793,3,,
5391127528,-16.4100244,-71.5458513,3,,
5391127529,-16.4109495,-71.5453225,3,,
5391127530,-16.4099978,-71.5460433,3,,
5391127531,-16.4091857,-71.5457712,3,,
5391127532,-16.4093753,-71.545015,3,,
5391127534,-16.4102118,-71.5453404,3,,
5391127535,-16.4093376,-71.5439723,3,,
5391127536,-16.4094253,-71.5445005,1,,
5391127539,-16.4079374,-71.5453571,3,,
5391127540,-16.4081263,-71.5449968,1,,
5391127543,-16.4051823,-71.5434103,3,,
5391127545,-16.406009,-71.5439191,1,,
5391127548,-16.4048629,-71.5408246,3,,
5391127549,-16.4044755,-71.5416883,3,,
5391127550,-16.4072807,-71.5428826,3,,
5391127551,-16.4077326,-71.5430653,3,,
5391127552,-16.4078512,-71.5440011,3,,
5391127553,-16.4082367,-71.5432673,3,,
5391127555,-16.4071348,-71.5432504,3,,
5391127560,-16.4117378,-71.5448638,3,,
5391127562,-16.4116838,-71.5455812,1,,
5391127563,-16.4119052,-71.5450007,3,,
5391127565,-16.4118196,-71.5454241,1,,
5391127578,-16.4200196,-71.5405991,3,,
5391127582,-16.4191974,-71.5412505,3,,
5391127586,-16.4197873,-71.5401593,3,,
5391127588,-16.4190121,-71.5409776,3,,
5391127589,-16.4171417,-71.5405972,3,,
5391127593,-16.4169614,-71.5408523,4,,
5391127594,-16.4178087,-71.53927,1,,
5391127595,-16.4167325,-71.5394278,3,,
5391127596,-16.4175578,-71.5402966,3,,
5391127598,-16.4172191,-71.5393547,3,,
5391127600,-16.4163658,-71.5411455,4,,
5391127601,-16.4159982,-71.5405474,3,,
5391127602,-16.4151462,-71.541014,3,,
5391127603,-16.415917,-71.5414817,3,,
5391127604,-16.415553,-71.5407913,3,,
5391133718,-16.4144793,-71.5403536,3,,
5391133719,-16.413553,-71.5388577,4,,
5391133822,-16.4132903,-71.5363948,3,,
5391133823,-16.4147935,-71.5390505,3,,
5391133824,-16.4161089,-71.538678,3,,
5391133825,-16.4156222,-71.5377109,3,,
5391133826,-16.4151433,-71.5360437,3,,
5391133827,-16.4144233,-71.5373837,3,,
5391133828,-16.4154347,-71.5370793,3,,
5391133829,-16.4149113,-71.5372362,3,,
5391133830,-16.4146389,-71.5361723,3,,
5391133831,-16.4146966,-71.5385401,3,,
5391133832,-16.4149775,-71.5355989,1,,
5391133833,-16.4143903,-71.5350584,3,,
5391133837,-16.4148881,-71.5356009,3,,
5391133842,-16.4155266,-71.5353448,3,,
5391133844,-16.4162949,-71.5349789,3,,
5391133846,-16.4161054,-71.5347127,3,,
5391144407,-16.4109536,-71.532254,3,,
5391147717,-16.4114132,-71.5306499,3,,
5391147718,-16.4101657,-71.5306055,3,,
5391148521,-16.4109556,-71.5293595,3,,
5391148522,-16.4130254,-71.5304018,3,,
5391148525,-16.4123104,-71.5320858,3,,
5391148528,-16.4115838,-71.5316786,3,,
5391148529,-16.4119285,-71.5304693,3,,
5391148530,-16.4122684,-71.5310741,3,,
5391148532,-16.411634,-71.5298214,3,,
5391148533,-16.4114868,-71.5292197,3,,
5391148534,-16.4123972,-71.5294036,4,,
5391148535,-16.4117813,-71.5301714,4,,
5391148536,-16.4091795,-71.5213223,3,,
5391148537,-16.4101098,-71.5208468,4,,
5391350858,-16.3874222,-71.5372836,3,,
5393843658,-16.4088397,-71.5182106,3,,
5393843659,-16.4095806,-71.5180517,1,,
5393843660,-16.4093267,-71.5181062,3,,
5393843663,-16.4086616,-71.5171377,3,,
5393843664,-16.4086235,-71.5165497,3,,
5393843670,-16.4101867,-71.5170145,3,,
5393843671,-16.4082346,-71.5158229,3,,
5393843680,-16.4075546,-71.5146294,4,,
5393843681,-16.4077054,-71.514564,3,,
5393843683,-16.4080827,-71.5176793,3,,
5393843684,-16.4053166,-71.5189752,3,,
5393843685,-16.404921,-71.5180189,4,,
5393843686,-16.4047816,-71.5177238,1,,
5393843687,-16.4044461,-71.518333,3,,
5393843688,-16.4047889,-71.5192114,3,,
5393843689,-16.4054285,-71.5177923,3,,
5393843690,-16.4063283,-71.5185291,3,,
5393843691,-16.4059328,-71.517567,3,,
5393843692,-16.4041209,-71.5226133,4,,
5393843697,-16.4010943,-71.5212997,3,,
5393843699,-16.4007668,-71.5218564,3,,
5393843703,-16.4020575,-71.5211173,3,,
5393843704,-16.4017372,-71.5215579,3,,
5393843705,-16.4009728,-71.5226016,3,,
5393843715,-16.4002625,-71.5236128,3,,
5393843716,-16.4030232,-71.5230916,3,,
5393844121,-16.4023052,-71.5262499,3,,
5393844125,-16.4000185,-71.5280383,3,,
5393844126,-16.3995748,-71.5274816,4,,
5393844127,-16.3994872,-71.5284844,3,,
5393844128,-16.3994918,-71.5292404,3,,
5393844129,-16.3990342,-71.528595,3,,
5393844131,-16.3988989,-71.5297154,3,,
5393844132,-16.3986575,-71.5294021,3,,
5393844133,-16.3992706,-71.5289284,3,,
5393862384,-16.4025662,-71.5318482,4,,
5393862385,-16.4020551,-71.5327054,4,,
5393862386,-16.4016759,-71.5338055,4,,
5393862393,-16.4097764,-71.5360434,5,,
5393862394,-16.4104314,-71.5340623,3,,
5393862395,-16.4099843,-71.5348208,3,,
5394268808,-16.4066815,-71.51501,3,,
5394450556,-16.4010965,-71.5473967,4,,
5394450557,-16.4012929,-71.5467974,4,,
5394450562,-16.4004007,-71.5443887,3,,
5394456298,-16.4013148,-71.5449223,1,,
5394456299,-16.4024845,-71.5459389,3,,
5394456300,-16.401229,-71.5450701,3,,
5394456309,-16.3972377,-71.5460309,3,,
5394459774,-16.4010557,-71.5454248,3,,
5394909329,-16.4009383,-71.519223,4,,
5394909330,-16.4010333,-71.5192898,4,,
5394910653,-16.4002139,-71.5203442,3,,
5394912493,-16.403828,-71.5289833,3,,
5394912494,-16.4039681,-71.5279511,3,,
5394912596,-16.4053683,-71.5310749,3,,
5394916329,-16.4036589,-71.5299516,3,,
5394916330,-16.4044353,-71.5308854,3,,
5394916331,-16.4048926,-71.5304862,3,,
5394918858,-16.4055132,-71.5303554,3,,
5394918859,-16.4062228,-71.5297444,3,,
5394919458,-16.4066093,-71.5326602,4,,
5398638747,-16.3866473,-71.5366498,3,,
5398638750,-16.3864789,-71.5369975,3,,
5398638757,-16.3871359,-71.5366749,3,,
5398638780,-16.390136,-71.536919,3,,
5398638786,-16.3911155,-71.5388126,4,,
5399025109,-16.4098781,-71.5203217,3,,
5399025115,-16.41024,-71.5227554,3,,
5399025116,-16.4100837,-71.5227889,3,,
5399025117,-16.4098236,-71.5226295,3,,
5399025119,-16.4100232,-71.5227717,3,,
5399025120,-16.4099607,-71.522881,3,,
5399025221,-16.4100908,-71.5229299,3,,
5399025232,-16.4076832,-71.5237293,4,,
5399025234,-16.4074075,-71.5227581,3,,
5399025236,-16.4083818,-71.5223832,3,,
5399025243,-16.4078473,-71.5226996,3,,
5399025248,-16.4073468,-71.5216909,3,,
5399025261,-16.4063512,-71.5226117,3,,
5399025264,-16.4074892,-71.522163,3,,
5399025265,-16.4094513,-71.5205479,3,,
5399052223,-16.4319635,-71.562422,3,,
5399052226,-16.4304267,-71.5621142,3,,
5399052227,-16.4308734,-71.5614904,4,,
5399052229,-16.429804,-71.5617164,1,,
5399052230,-16.4301099,-71.5608519,3,,
5399052231,-16.4311164,-71.5628377,3,,
5400711594,-16.4161632,-71.5374868,3,,
5401378920,-16.4043064,-71.5180025,3,,
5401379221,-16.4037593,-71.5171832,3,,
5401379222,-16.404636,-71.5170749,3,,
5401379223,-16.4039618,-71.5174999,4,,
5401379224,-16.4035595,-71.5177524,3,,
5401379225,-16.4047397,-71.5172401,3,,
5401379226,-16.4040596,-71.5176379,4,,
5401379227,-16.4036399,-71.5179062,3,,
5401379230,-16.4029468,-71.5180995,3,,
5401379234,-16.4102799,-71.5361114,3,,
5406208477,-16.4094384,-71.5254739,3,,
5406208478,-16.4098588,-71.5251456,3,,
5406208479,-16.4104357,-71.5259906,3,,
5406208480,-16.4101333,-71.5255451,3,,
5406208482,-16.4111259,-71.5260853,1,,
5406208483,-16.4105263,-71.527195,3,,
5406208486,-16.4077588,-71.5291824,4,,
5406208487,-16.407377,-71.5286402,3,,
5406211262,-16.4057382,-71.5283196,3,,
5411410553,-16.3881716,-71.5323071,3,,
5411410744,-16.3875778,-71.5322843,4,,
5411410745,-16.3875851,-71.5300655,1,,
5411415923,-16.3905899,-71.5296239,4,,
5411415924,-16.3907331,-71.5294856,3,,
5411420138,-16.3912768,-71.532129,3,,
5412214077,-16.3944039,-71.5443201,4,,
5412215554,-16.3951428,-71.5446098,3,,
5412216245,-16.3958615,-71.545314,3,,
5413568698,-16.4141051,-71.5420204,3,,
5413568945,-16.414201,-71.5422551,3,,
5413568946,-16.4151232,-71.5423358,4,,
5413568947,-16.415277,-71.5423493,4,,
5424521138,-16.4108273,-71.5529692,1,,
5424521141,-16.4119395,-71.5528671,3,,
5424521142,-16.4004176,-71.5421907,1,,
5424521143,-16.4005428,-71.5418334,3,,
5424532737,-16.3996009,-71.5409427,1,,
5424532738,-16.3991704,-71.5407443,3,,
5424532740,-16.398615,-71.5401968,1,,
5424532741,-16.3980131,-71.5405558,1,,
5424532742,-16.3975609,-71.5404471,3,,
5424532746,-16.3975339,-71.5404298,3,,
5424567768,-16.3980786,-71.5472775,1,,
5431347806,-16.4238802,-71.5472094,3,,
5431347809,-16.4230811,-71.5459661,3,,
5431385363,-16.4191987,-71.5478455,4,traffic_signals,
5431394366,-16.4104153,-71.550489,3,,
5431918543,-16.4139386,-71.5323906,3,,
5431918544,-16.4132345,-71.5328069,3,,
5431918545,-16.4130384,-71.5324317,1,,
5431918546,-16.4134207,-71.5326968,3,,
5431918547,-16.4132198,-71.5322978,1,,
5431918548,-16.4130894,-71.5325292,3,,
5431918549,-16.4125433,-71.5328588,3,,
5431918550,-16.4131916,-71.5310426,3,,
5432072878,-16.4029414,-71.516544,3,,
5432072886,-16.4029297,-71.5179444,3,,
5432072890,-16.4019494,-71.5179284,4,,
5432072893,-16.4028936,-71.5180584,3,,
5432104280,-16.4063493,-71.5350684,4,,
5432104281,-16.4088686,-71.5384519,3,,
5432125026,-16.3980649,-71.5303861,4,,
5437791342,-16.3829549,-71.5363686,3,,
5437797051,-16.3842648,-71.5369296,3,,
5437797052,-16.385679,-71.5374046,3,,
5460698689,-16.408151,-71.5383144,3,,
5460698690,-16.4078854,-71.5379832,1,,
5460698699,-16.3993596,-71.5448694,3,,
5460698700,-16.3994846,-71.5446312,1,turning_circle,
5460698713,-16.3980623,-71.5453685,3,,
5460698714,-16.3974107,-71.5449978,4,,
5460698715,-16.3975748,-71.5446849,3,,
5460746918,-16.3910557,-71.5355546,3,,
5460746919,-16.3920979,-71.5366501,3,,
5462836626,-16.417605,-71.5402534,4,crossing,
5465525921,-16.404175,-71.5266773,1,,
5465525922,-16.4046562,-71.5263209,3,,
5465525924,-16.4048293,-71.5265538,3,,
5465525975,-16.406128,-71.5233656,4,,
5465525997,-16.4038895,-71.5260315,3,,
5465531074,-16.4067923,-71.5255896,3,,
5465531087,-16.4057168,-71.5220565,3,,
5465531090,-16.4054254,-71.5210219,4,crossing,
5465531103,-16.4059149,-71.523521,3,,
5465531106,-16.4058424,-71.5235879,3,,
5465531111,-16.4046525,-71.5251108,3,,
5465531112,-16.4044184,-71.5248724,4,,
5465531115,-16.404013,-71.524414,4,,
5465531116,-16.4040981,-71.5243017,3,,
5465535935,-16.4060604,-71.5221882,4,crossing,
5465535945,-16.4054045,-71.5206671,3,,
5465535946,-16.4053139,-71.5204983,3,,
5465535950,-16.4054305,-71.5202607,3,,
5465535951,-16.4056583,-71.5200992,4,,
5465535952,-16.4054501,-71.5201739,3,,
5465535954,-16.4054277,-71.5200016,3,,
5465543141,-16.4074684,-71.5230412,3,,
5465543142,-16.4078193,-71.5230057,3,,
5465543143,-16.4075255,-71.5233063,3,,
5465543144,-16.4085973,-71.5228401,3,,
5465543145,-16.4078544,-71.5231646,3,,
5465543147,-16.4081886,-71.5228316,3,,
5465543149,-16.4085072,-71.5226195,3,,
5465543150,-16.40805,-71.5226559,3,,
5465543160,-16.4077612,-71.5216207,3,,
5465543164,-16.4080532,-71.5160619,3,,
5465543201,-16.4084992,-71.5191657,3,,
5465545043,-16.4067985,-71.5212864,3,,
5465545044,-16.4066541,-71.5212229,3,,
5465545045,-16.407124,-71.518762,3,,
5465545046,-16.4074201,-71.5184238,1,,
5465545063,-16.4057231,-71.5199959,1,,
5465545064,-16.4058987,-71.519514,3,,
5465545065,-16.4063762,-71.5193246,1,,
5465545066,-16.4084373,-71.5203836,3,,
5465545067,-16.4087621,-71.5203757,3,,
5465545076,-16.4089158,-71.5184994,3,,
5465545077,-16.4093907,-71.5183874,3,,
5465545082,-16.4082753,-71.5215783,3,,
5465545084,-16.4086031,-71.5213036,1,,
5465562078,-16.4098655,-71.5192841,1,,
5465573033,-16.4087814,-71.5244438,4,,
5465573034,-16.4085313,-71.5239074,3,,
5465620985,-16.4114779,-71.5265442,3,,
5465620986,-16.4114583,-71.5272356,1,,
5465620987,-16.4111619,-71.5267721,3,,
5465620988,-16.4115959,-71.5251157,4,,
5465641335,-16.4099231,-71.5150544,3,,
5465641338,-16.4099233,-71.5146843,1,,
5465641359,-16.4103225,-71.5145241,1,,
5467650636,-16.4094557,-71.5230999,1,,
5467655508,-16.4009234,-71.525436,4,,
5467655509,-16.3998854,-71.5272127,3,,
5467655510,-16.3990381,-71.5261702,3,,
5467926993,-16.3994856,-71.5216338,4,,
5468179467,-16.3947305,-71.5353779,3,,
5468179469,-16.3952746,-71.5352468,3,,
5468199637,-16.4099471,-71.5216337,3,,
5468199638,-16.4103943,-71.5214194,3,,
5468199641,-16.4100722,-71.5193671,1,,
5468199680,-16.4101622,-71.519739,3,,
5468199684,-16.410968,-71.5215168,1,,
5468201555,-16.3944766,-71.5333783,3,,
5468788422,-16.4053499,-71.5215544,3,,
5469339485,-16.3871302,-71.5322729,1,,
5469339514,-16.3999029,-71.5208197,3,,
5469339515,-16.399971,-71.5208865,4,,
5469339516,-16.3998081,-71.5209626,3,,
5473715304,-16.4016638,-71.5183589,4,,
5473715305,-16.4017392,-71.5183956,3,,
5479085223,-16.4027077,-71.5454791,3,,
5479085347,-16.3993609,-71.5475548,3,,
5479086001,-16.400908,-71.5479362,4,,
5479086518,-16.4004156,-71.5477615,3,,
5479090199,-16.3990555,-71.5490734,4,,
5479091612,-16.3983223,-71.5483837,3,,
5483308523,-16.4060584,-71.5161954,1,,
5483308526,-16.4057623,-71.5154103,4,,
5483308527,-16.4067132,-71.5159989,1,,
5483308528,-16.4063083,-71.5151724,4,,
5483308532,-16.4036818,-71.5170172,3,,
5483308533,-16.4033121,-71.5172452,3,,
5483308534,-16.4041779,-71.5177847,4,,
5483308535,-16.4048158,-71.5173614,3,,
5483308536,-16.4034076,-71.517462,3,,
5483308558,-16.4054699,-71.5155378,3,,
5483308559,-16.4055419,-71.5155064,3,,
5483379809,-16.392312,-71.5394782,3,,
5483379811,-16.3921218,-71.5392111,3,,
5483415865,-16.4020806,-71.52388,3,,
5483415869,-16.4027933,-71.5224195,3,,
5483415873,-16.402442,-71.5205862,3,,
5483415898,-16.4060543,-71.5214389,1,,
5483426614,-16.4161869,-71.5342453,3,,
5483426615,-16.4168175,-71.5348413,3,,
5483426616,-16.4174815,-71.5343684,3,,
5484597540,-16.4156702,-71.5418602,3,,
5484597543,-16.4141493,-71.5442663,1,,
5484597544,-16.4138757,-71.5440825,3,,
5484597549,-16.4129513,-71.5417813,3,,
5485263382,-16.4092409,-71.5291681,4,crossing,
5485263383,-16.4092219,-71.5290585,4,crossing,
5485263384,-16.4081062,-71.5266817,3,crossing,
5485400932,-16.4074053,-71.5440602,1,,
5485401900,-16.4018767,-71.5423272,3,,
5485401901,-16.4020105,-71.5423675,1,,
5485401903,-16.4014907,-71.5419651,1,,
5485422010,-16.4054282,-71.5491089,3,,
5485422011,-16.405591,-71.5487744,4,,
5485422012,-16.4054626,-71.5490199,3,,
5485422013,-16.4053778,-71.5488266,3,,
5485422014,-16.4055529,-71.5488434,3,,
5485422015,-16.4056301,-71.5490662,3,,
5485422016,-16.4056642,-71.5484684,3,,
5485427333,-16.4061392,-71.550771,1,,
5485427334,-16.4061506,-71.5515623,3,,
5485432492,-16.4233046,-71.5556031,3,,
5485432506,-16.4250787,-71.5563999,4,,
5485432508,-16.4242671,-71.5574553,1,,
5485432509,-16.4273166,-71.5581389,3,,
5485437469,-16.4281535,-71.5571744,3,,
5485437470,-16.4278156,-71.5558173,1,,
5485437471,-16.4278787,-71.556048,3,,
5485437472,-16.4268527,-71.5560646,1,,
5485437473,-16.4273413,-71.557953,1,,
5485437474,-16.4262965,-71.5573001,4,,
5485437475,-16.4265531,-71.5569353,1,,
5485437486,-16.4273478,-71.5568392,1,,
5485437487,-16.4280619,-71.5568171,3,,
5485437488,-16.4271581,-71.5564736,1,,
5485437489,-16.4279723,-71.5564412,4,,
5485437490,-16.428647,-71.5563028,1,,
5485437491,-16.4295218,-71.55781,1,,
5485437493,-16.4289838,-71.5568852,3,,
5485437494,-16.4288088,-71.5563786,3,,
5485437495,-16.4293972,-71.557648,3,,
5485437498,-16.4288166,-71.5583556,3,,
5485437503,-16.4288482,-71.5574595,1,,
5485437504,-16.4291559,-71.5572628,3,,
5485437505,-16.4286298,-71.5570819,1,,
5485437507,-16.4307211,-71.5623233,3,,
5494828045,-16.401794,-71.5454897,3,,
5494828047,-16.4021301,-71.5458012,3,,
5494828048,-16.4019186,-71.545289,1,,
5499574355,-16.4146036,-71.5379871,3,,
5506893862,-16.4169492,-71.538746,3,,
5506893864,-16.4178376,-71.5384321,3,,
5506926922,-16.4181947,-71.5389227,3,,
5506926925,-16.4181817,-71.538954,3,,
5515007744,-16.4273383,-71.55679,1,,
5515007746,-16.4279355,-71.5564875,3,,
5515007749,-16.4277707,-71.5564821,1,,
5515007770,-16.4281047,-71.5572337,3,,
5515007771,-16.4276363,-71.5572351,1,,
5515031767,-16.4113236,-71.5498164,1,,
5515031768,-16.4138249,-71.5513818,3,,
5515031807,-16.4105952,-71.5516509,3,,
5515031808,-16.4109006,-71.5514485,3,,
5515037799,-16.426203,-71.5513697,3,,
5515065948,-16.4128503,-71.5536026,3,,
5515065958,-16.4121178,-71.5534321,3,,
5515071343,-16.427167,-71.5560918,1,,
5515879526,-16.4182203,-71.5395917,3,,
5519398998,-16.404135,-71.5241222,4,crossing,
5519398999,-16.4042888,-71.5239914,3,,
5519399005,-16.404503,-71.5240127,4,crossing,
5519405649,-16.4062004,-71.5245504,3,,
5519405651,-16.406366,-71.5239857,4,,
5519405652,-16.4063116,-71.5244381,3,,
5519405654,-16.4063997,-71.5245412,3,,
5519405655,-16.4065305,-71.524229,3,,
5519405656,-16.4065452,-71.5247162,1,,
5529009382,-16.4254266,-71.5524919,1,,
5529009383,-16.4252284,-71.5525772,4,,
5529009388,-16.4250921,-71.5512688,1,,
5529009393,-16.4250668,-71.5525124,3,,
5532164236,-16.4218418,-71.5445113,4,,
5532164237,-16.4215385,-71.544222,4,,
5532164238,-16.4219303,-71.5437675,3,,
5532179492,-16.4151649,-71.5296315,3,,
5533915110,-16.4116107,-71.5394202,3,,
5533915111,-16.4111563,-71.5397632,3,,
5533945059,-16.4172181,-71.541751,3,,
5533945063,-16.4164171,-71.5412474,4,,
5534090493,-16.3924338,-71.5394942,3,,
5564782402,-16.4288194,-71.5562816,1,turning_circle,
5564782412,-16.4284637,-71.5567978,3,,
5564782413,-16.4283042,-71.5567112,3,,
5564782414,-16.4281293,-71.5571001,3,,
5564782415,-16.4282184,-71.556902,3,,
5564783722,-16.4279768,-71.557389,3,,
5564783729,-16.4278646,-71.5573178,3,,
5564783752,-16.4275279,-71.5584561,3,,
5564783753,-16.4275908,-71.5583779,3,,
5564797422,-16.4278307,-71.5584533,1,,
5564797423,-16.4277663,-71.5585316,3,,
5567504393,-16.3985649,-71.5469332,3,,
5567504394,-16.398688,-71.5466131,3,,
5567504473,-16.3971056,-71.5450438,1,,
5608000245,-16.4147599,-71.5528155,3,,
5608297351,-16.4143217,-71.5533016,3,,
5633141587,-16.3883126,-71.5370851,3,,
5633141589,-16.3884681,-71.5370085,1,,
5633141590,-16.3882743,-71.5370559,3,,
5633141591,-16.3883962,-71.537282,1,,
5633141607,-16.3886924,-71.5371554,3,,
5633141608,-16.3886917,-71.5370826,1,,
5633142524,-16.3893985,-71.5364273,3,,
5633142526,-16.3900544,-71.536877,3,,
5633142527,-16.3896608,-71.5368586,3,,
5633142529,-16.3895581,-71.5367223,3,,
5633142530,-16.3898771,-71.5367237,3,,
5633164536,-16.3878554,-71.537014,4,crossing,
5633164537,-16.3879244,-71.5370824,1,,
5633164544,-16.3892573,-71.5374092,1,,
5633802133,-16.409003,-71.5174177,3,,
5633802134,-16.4089109,-71.5173424,3,,
5633802135,-16.4088309,-71.5174478,3,,
5633802136,-16.4089895,-71.5172479,3,,
